object01,id,pais,fecha,casos_descartados,casos_confirmados,conf_lab,conf_nexo,casos_muertes,casos_recuperados,casos_nacionales,casos_extranjeros,casos_mujeres,casos_hombres,cc_adult,cc_adult_may,cc_menores,cc_edad_nc,cc_hospit,cc_salon,cc_ci,cc_hospi_nv,cc_salon_nv,cc_uci_nv,casos_investigacion,delta,cc_activos,muestras,cr_muj,cr_hom,cr_adult,cr_adult_may,cr_menores,cr_edad_nc,cd_muj,cd_hom,letalidad,muestr_n,dia_covid19
1,1,Costa Rica,2020-03-05 19:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,Costa Rica,2020-03-06 19:00:00,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
3,3,Costa Rica,2020-03-07 19:00:00,0,5,4,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,1
4,4,Costa Rica,2020-03-08 19:00:00,0,9,4,0,0,0,7,2,3,2,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,2
5,5,Costa Rica,2020-03-09 19:00:00,35,9,0,0,0,0,7,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3
6,6,Costa Rica,2020-03-10 19:00:00,59,13,4,0,0,0,10,3,7,6,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,4
7,7,Costa Rica,2020-03-11 19:00:00,118,22,9,0,0,0,19,3,14,8,18,2,2,0,0,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,5
8,8,Costa Rica,2020-03-12 19:00:00,206,23,1,0,0,0,20,3,14,9,19,2,2,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,6
9,9,Costa Rica,2020-03-13 19:00:00,289,26,3,0,0,0,23,3,14,12,21,3,2,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,7
10,10,Costa Rica,2020-03-14 19:00:00,415,27,1,0,0,0,23,4,15,12,22,3,2,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,8
11,11,Costa Rica,2020-03-15 19:00:00,450,35,8,0,0,0,30,5,19,16,28,3,4,0,0,0,0,0,0,0,0,8,35,0,0,0,0,0,0,0,0,0,0,0,9
12,12,Costa Rica,2020-03-16 19:00:00,615,41,6,0,0,0,35,6,20,21,32,5,4,0,0,0,0,0,0,0,0,6,41,0,0,0,0,0,0,0,0,0,0,0,10
13,13,Costa Rica,2020-03-17 19:00:00,720,50,9,0,0,0,44,6,24,26,40,6,4,0,0,0,0,0,0,0,0,9,50,0,0,0,0,0,0,0,0,0,0,0,11
14,14,Costa Rica,2020-03-18 19:00:00,855,69,19,0,1,0,63,6,30,39,57,7,5,0,0,0,0,0,0,0,0,19,68,0,0,0,0,0,0,0,0,0,0,0,12
15,15,Costa Rica,2020-03-19 19:00:00,951,89,20,0,2,0,79,8,35,52,73,7,7,0,0,0,0,0,0,0,0,20,87,0,0,0,0,0,0,0,0,1,1.2,0,13
16,16,Costa Rica,2020-03-20 19:00:00,1046,113,24,0,2,2,104,9,46,67,97,9,7,0,0,0,0,0,0,0,0,24,109,0,0,0,0,0,0,0,0,2,1.8,0,14
17,17,Costa Rica,2020-03-21 19:00:00,1190,117,4,0,2,2,107,10,48,69,100,10,7,0,0,0,0,0,0,0,0,4,113,0,0,0,0,0,0,0,0,2,1.7,0,15
18,18,Costa Rica,2020-03-22 19:00:00,1400,134,17,0,2,2,117,17,55,79,113,14,7,0,0,0,0,0,0,0,0,17,130,0,0,0,0,0,0,0,0,2,1.5,0,16
19,19,Costa Rica,2020-03-23 19:00:00,1533,158,24,0,2,2,141,14,68,90,135,16,7,0,0,0,0,0,0,0,0,24,154,0,0,0,0,0,0,0,0,2,1.3,0,17
20,20,Costa Rica,2020-03-24 19:00:00,1619,177,19,0,2,2,159,18,74,103,154,16,7,0,0,0,0,0,0,0,0,19,173,0,0,0,0,0,0,0,0,2,1.1,0,18
21,21,Costa Rica,2020-03-25 19:00:00,1684,201,24,0,2,2,183,18,84,117,177,17,7,0,0,0,0,0,0,0,0,24,197,0,0,0,0,0,0,0,0,2,1,0,19
22,22,Costa Rica,2020-03-26 19:00:00,2331,231,30,0,2,2,209,18,101,130,204,19,8,0,0,0,0,0,0,0,4,30,227,0,0,0,0,0,0,0,0,2,0.9,0,20
23,23,Costa Rica,2020-03-27 19:00:00,2786,263,32,0,2,3,241,20,121,142,233,22,8,0,0,0,0,0,0,0,2,32,258,0,0,0,0,0,0,0,0,2,0.8,0,21
24,24,Costa Rica,2020-03-28 19:00:00,2912,295,32,0,2,3,272,21,138,157,263,22,10,0,15,9,6,0,0,0,2,32,290,0,0,0,0,0,0,0,0,2,0.7,0,22
25,25,Costa Rica,2020-03-29 19:00:00,3115,314,19,0,2,3,290,24,150,164,280,22,12,0,13,7,6,0,0,0,0,19,309,0,0,0,0,0,0,0,0,2,0.6,0,23
26,26,Costa Rica,2020-03-30 19:00:00,3362,330,16,0,2,4,303,27,160,170,293,24,13,0,15,8,7,0,0,0,0,16,324,0,0,0,0,0,0,0,0,2,0.6,0,24
27,27,Costa Rica,2020-03-31 19:00:00,3498,347,17,0,2,4,320,27,167,180,309,24,14,0,15,7,8,0,0,0,0,17,341,0,0,0,0,0,0,0,0,2,0.6,0,25
28,28,Costa Rica,2020-04-01 19:00:00,3843,375,28,0,2,4,346,29,181,194,337,24,14,0,15,6,9,0,-1,1,0,28,369,0,0,0,0,0,0,0,0,2,0.5,0,26
29,29,Costa Rica,2020-04-02 19:00:00,3954,396,21,0,2,6,366,30,192,204,356,26,14,0,17,6,11,2,0,2,0,21,388,0,0,0,0,0,0,0,0,2,0.5,0,27
30,30,Costa Rica,2020-04-03 19:00:00,4044,416,20,0,2,11,385,31,201,215,373,27,16,0,23,10,13,6,4,2,0,20,403,0,0,0,0,0,0,0,0,2,0.5,0,28
31,31,Costa Rica,2020-04-04 19:00:00,4219,435,19,0,2,13,404,31,212,223,392,28,15,0,25,12,13,2,2,0,0,19,420,0,0,0,0,0,0,0,0,2,0.5,0,29
32,32,Costa Rica,2020-04-05 19:00:00,4644,454,19,0,2,16,423,31,222,232,411,28,15,0,26,12,14,1,0,1,0,19,436,0,0,0,0,0,0,0,0,2,0.4,0,30
33,33,Costa Rica,2020-04-06 19:00:00,4896,467,13,0,2,18,435,32,227,240,422,29,16,0,26,12,14,0,0,0,0,13,447,0,0,0,0,0,0,0,0,2,0.4,0,31
34,34,Costa Rica,2020-04-07 19:00:00,5042,483,16,0,2,24,449,34,237,246,437,29,17,0,25,11,14,-1,-1,0,0,16,457,0,0,0,0,0,0,0,0,2,0.4,0,32
35,35,Costa Rica,2020-04-08 19:00:00,5533,502,19,0,3,29,468,34,243,259,455,29,18,0,23,8,15,-2,-3,1,0,19,470,0,0,0,0,0,0,0,0,2,0.4,0,33
36,36,Costa Rica,2020-04-09 19:00:00,5759,539,37,0,3,30,505,34,259,280,492,29,18,0,19,6,13,-4,-2,-2,0,37,506,0,0,0,0,0,0,0,0,3,0.6,0,34
37,37,Costa Rica,2020-04-10 19:00:00,5894,558,19,0,3,42,524,34,269,289,508,30,20,0,20,7,13,1,1,0,0,19,513,0,0,0,0,0,0,0,0,3,0.5,0,35
38,38,Costa Rica,2020-04-11 19:00:00,6031,577,19,0,3,49,541,36,277,300,526,31,20,0,18,5,13,-2,-2,0,0,19,525,0,0,0,0,0,0,0,0,3,0.5,0,36
39,39,Costa Rica,2020-04-12 19:00:00,6167,595,18,0,3,56,557,38,285,310,542,31,22,0,19,5,14,1,0,1,0,18,536,0,0,0,0,0,0,0,0,3,0.5,0,37
40,40,Costa Rica,2020-04-13 19:00:00,6256,612,17,0,3,62,569,43,295,317,557,31,24,0,20,6,14,1,1,0,0,17,547,0,0,0,0,0,0,0,0,3,0.5,0,38
41,41,Costa Rica,2020-04-14 19:00:00,6326,618,6,0,3,66,575,43,298,320,562,31,25,0,19,6,13,-1,0,-1,0,6,549,0,0,0,0,0,0,0,0,3,0.5,0,39
42,42,Costa Rica,2020-04-15 19:00:00,6511,626,8,0,4,67,583,43,302,324,570,31,25,0,16,5,11,-3,-1,-2,0,8,555,9089,0,0,0,0,0,0,0,4,0.6,0,40
43,43,Costa Rica,2020-04-16 19:00:00,6709,642,16,0,4,74,591,51,308,334,583,31,28,0,16,5,11,0,0,0,0,16,564,9396,0,0,0,0,0,0,0,4,0.6,307,41
44,44,Costa Rica,2020-04-17 19:00:00,6874,649,7,0,4,88,595,54,312,337,588,31,30,0,15,5,10,-1,0,-1,0,7,557,9752,46,51,0,0,0,0,0,4,0.6,356,42
45,45,Costa Rica,2020-04-18 19:00:00,7095,655,6,0,4,97,600,55,314,341,594,31,30,0,16,6,10,1,1,0,0,6,554,10138,54,58,85,6,6,0,0,4,0.6,386,43
46,46,Costa Rica,2020-04-19 19:00:00,7142,660,5,0,4,112,604,56,317,343,596,32,32,0,15,5,10,-1,-1,0,0,5,544,10417,58,66,96,8,8,0,0,4,0.6,279,44
47,47,Costa Rica,2020-04-20 19:00:00,7236,662,2,0,6,124,606,56,317,345,598,32,32,0,13,5,8,-2,0,-2,0,2,532,10879,58,66,107,9,8,0,0,6,0.9,462,45
48,48,Costa Rica,2020-04-21 19:00:00,7495,669,7,0,6,150,611,58,320,349,602,33,34,0,11,5,6,-2,0,-2,0,7,513,11387,76,74,135,6,9,0,0,6,0.9,508,46
49,49,Costa Rica,2020-04-22 19:00:00,7784,681,12,0,6,180,616,65,326,355,613,34,34,0,11,3,8,0,-2,2,0,12,495,11776,92,88,155,13,12,0,0,6,0.9,389,47
50,50,Costa Rica,2020-04-23 19:00:00,8032,686,5,0,6,196,619,67,328,358,617,35,34,0,13,5,8,2,2,0,0,5,484,12073,97,99,171,13,12,0,0,6,0.9,297,48
51,51,Costa Rica,2020-04-24 19:00:00,8133,687,1,0,6,216,620,67,328,359,618,35,34,0,12,5,7,-1,0,-1,0,1,465,12342,103,113,190,13,13,0,0,6,0.9,269,49
52,52,Costa Rica,2020-04-25 19:00:00,8214,693,6,0,6,242,626,67,333,360,624,35,34,0,13,6,7,1,1,0,0,6,445,12467,114,128,216,13,13,0,0,6,0.9,125,50
53,53,Costa Rica,2020-04-26 19:00:00,8249,695,2,0,6,264,628,67,334,361,625,36,34,0,16,8,8,3,2,1,0,2,425,12581,126,138,237,14,13,0,0,6,0.9,114,51
54,54,Costa Rica,2020-04-27 19:00:00,8305,697,2,0,6,287,628,69,334,363,626,36,35,0,16,8,8,0,0,0,0,2,404,12670,141,146,260,14,13,0,0,6,0.9,89,52
55,55,Costa Rica,2020-04-28 19:00:00,8356,705,8,0,6,306,636,69,336,369,632,38,35,0,16,8,8,0,0,0,0,8,393,12729,146,160,278,15,13,0,0,6,0.9,59,53
56,56,Costa Rica,2020-04-29 19:00:00,8585,713,8,0,6,323,642,71,340,373,638,38,37,0,16,8,8,0,0,0,0,8,384,13117,156,167,292,17,14,0,0,6,0.8,388,54
57,57,Costa Rica,2020-04-30 19:00:00,8688,719,6,0,6,338,647,72,341,378,643,38,38,0,16,7,9,0,-1,1,0,6,375,13240,165,173,306,18,14,0,0,6,0.8,123,55
58,58,Costa Rica,2020-05-01 19:00:00,8849,725,6,0,6,355,651,74,346,379,649,38,38,0,16,9,7,0,2,-2,0,6,364,13529,174,181,320,20,15,0,0,6,0.8,289,56
59,59,Costa Rica,2020-05-02 19:00:00,8932,733,8,0,6,372,657,76,351,382,655,38,40,0,16,10,6,0,1,-1,0,8,355,13632,182,190,337,20,15,0,0,6,0.8,103,57
60,60,Costa Rica,2020-05-03 19:00:00,9046,739,6,0,6,386,660,79,352,387,661,38,40,0,16,10,6,0,0,0,0,6,347,13851,186,200,346,22,18,0,0,6,0.8,219,58
61,61,Costa Rica,2020-05-04 19:00:00,9149,742,3,0,6,399,663,79,352,390,664,38,40,0,17,12,5,1,2,-1,0,3,337,13988,192,207,359,22,18,0,0,6,0.8,137,59
62,62,Costa Rica,2020-05-05 19:00:00,9209,755,13,0,6,413,664,91,352,403,677,38,40,0,17,12,5,0,0,0,0,13,336,14121,202,211,370,22,21,0,0,6,0.8,133,60
63,63,Costa Rica,2020-05-06 19:00:00,9412,761,6,0,6,428,670,91,356,405,682,38,41,0,18,13,5,1,1,0,0,6,327,14448,207,221,385,22,21,0,0,6,0.8,327,61
64,64,Costa Rica,2020-05-07 19:00:00,9682,765,4,0,6,445,673,92,358,407,686,38,41,0,19,13,6,1,0,1,0,4,314,15140,217,228,401,22,22,0,0,6,0.8,692,62
65,65,Costa Rica,2020-05-08 19:00:00,10126,773,8,0,6,461,679,94,364,409,693,39,41,0,21,15,6,2,2,0,0,8,306,15810,227,234,417,22,22,0,0,6,0.8,670,63
66,66,Costa Rica,2020-05-09 19:00:00,10568,780,7,0,6,480,682,98,367,413,699,40,41,0,22,16,6,1,1,0,0,7,294,16517,235,245,435,23,22,0,0,6,0.8,707,64
67,67,Costa Rica,2020-05-10 19:00:00,11148,792,12,0,6,501,686,106,369,423,709,41,42,0,21,15,6,-1,-1,0,0,12,285,17170,243,258,451,26,24,0,0,6,0.8,653,65
68,68,Costa Rica,2020-05-11 19:00:00,11259,801,9,0,7,517,688,113,373,428,718,41,42,0,21,15,6,0,0,0,0,9,277,17299,251,266,464,27,26,0,0,7,0.9,129,66
69,69,Costa Rica,2020-05-12 19:00:00,11329,804,3,0,7,520,691,113,374,430,720,41,43,0,21,15,6,0,0,0,0,3,277,17470,252,268,467,27,26,0,0,7,0.9,171,67
70,70,Costa Rica,2020-05-13 19:00:00,11764,815,11,0,7,527,695,120,377,438,730,41,44,0,20,14,6,-1,-1,0,0,11,281,18040,256,271,473,27,27,0,0,7,0.9,570,68
71,71,Costa Rica,2020-05-14 19:00:00,12064,830,15,0,8,535,702,128,380,450,744,41,45,0,17,13,4,-3,-1,-2,0,15,287,18388,260,275,481,27,27,0,0,8,1,348,69
72,72,Costa Rica,2020-05-15 19:00:00,12260,843,13,0,8,542,712,131,384,459,751,43,49,0,18,13,5,1,0,1,0,13,293,18655,263,279,488,27,27,0,0,8,1,267,70
73,73,Costa Rica,2020-05-16 19:00:00,12915,853,10,0,10,551,717,136,387,466,758,43,52,0,17,13,4,-1,0,-1,0,10,292,19401,269,282,495,29,27,0,1,9,1.2,746,71
74,74,Costa Rica,2020-05-17 19:00:00,13481,863,10,0,10,565,725,138,393,470,768,43,52,0,17,14,3,0,1,-1,0,10,288,20115,274,291,509,29,27,0,1,9,1.2,714,72
75,75,Costa Rica,2020-05-18 19:00:00,13684,866,3,0,10,575,726,140,395,471,771,43,52,0,17,14,3,0,0,0,0,3,281,20352,280,295,518,30,27,0,1,9,1.2,237,73
76,76,Costa Rica,2020-05-19 19:00:00,13806,882,16,0,10,577,735,147,405,477,782,45,55,0,18,13,5,1,-1,2,0,16,295,20741,281,296,519,30,28,0,1,9,1.1,389,74
77,77,Costa Rica,2020-05-20 19:00:00,14225,897,15,0,10,582,742,155,414,483,797,45,55,0,13,8,5,-5,-5,0,0,15,305,21299,282,300,524,30,28,0,1,9,1.1,558,75
78,78,Costa Rica,2020-05-21 19:00:00,14387,903,6,0,10,592,745,158,417,486,802,46,55,0,12,9,3,-1,1,-2,0,6,301,21929,286,306,533,30,29,0,1,9,1.1,630,76
79,79,Costa Rica,2020-05-22 19:00:00,14865,911,8,0,10,600,751,160,421,490,807,48,56,0,14,10,4,2,2,1,0,8,301,22554,292,308,541,30,29,0,1,9,1.1,625,77
80,80,Costa Rica,2020-05-23 19:00:00,15093,918,7,0,10,607,757,161,425,493,811,49,58,0,15,11,4,1,1,0,0,7,301,22910,294,313,548,30,29,0,1,9,1.1,356,78
81,81,Costa Rica,2020-05-24 19:00:00,15491,930,12,0,10,620,766,164,432,498,816,50,64,0,15,12,3,0,1,-1,0,12,300,23378,301,319,561,30,29,0,1,9,1.1,468,79
82,82,Costa Rica,2020-05-25 19:00:00,15627,951,21,0,10,628,778,173,444,507,833,51,67,0,15,13,2,0,1,-1,0,21,313,23580,306,322,567,30,31,0,1,9,1.1,202,80
83,83,Costa Rica,2020-05-26 19:00:00,15747,956,5,0,10,634,783,173,446,510,838,51,67,0,13,11,2,-2,-2,0,0,5,312,23703,309,325,572,31,31,0,1,9,1.1,123,81
84,84,Costa Rica,2020-05-27 19:00:00,16368,984,28,0,10,639,804,180,459,525,854,52,78,0,12,10,2,-1,-1,0,0,28,335,24338,311,328,577,31,31,0,1,9,1,735,82
85,85,Costa Rica,2020-05-28 19:00:00,16726,1000,16,0,10,646,817,183,470,530,867,53,80,0,12,10,2,0,0,0,0,16,344,24897,312,334,583,31,32,0,1,9,1,459,83
86,86,Costa Rica,2020-05-29 19:00:00,17244,1022,22,0,10,653,830,192,480,542,883,55,84,0,13,11,2,1,1,0,0,22,359,25503,313,340,589,31,33,0,1,9,1,606,84
87,87,Costa Rica,2020-05-30 19:00:00,17686,1047,25,0,10,658,841,206,491,556,905,55,87,0,15,11,4,2,0,2,0,25,379,26073,315,343,592,32,34,0,1,9,1,570,85
88,88,Costa Rica,2020-05-31 19:00:00,18198,1056,9,0,10,669,847,209,495,561,911,56,89,0,16,12,4,1,1,0,0,9,377,26622,322,347,603,32,34,0,1,9,1,549,86
89,89,Costa Rica,2020-06-01 19:00:00,18431,1084,28,0,10,676,872,212,510,574,933,58,93,0,18,13,5,2,1,1,0,28,398,26974,325,351,610,32,34,0,1,9,0.9,352,87
90,90,Costa Rica,2020-06-02 19:00:00,18674,1105,21,0,10,682,888,217,521,584,951,59,95,0,19,14,5,1,1,0,0,21,413,27318,328,354,615,32,35,0,1,9,0.9,344,88
91,91,Costa Rica,2020-06-03 19:00:00,19037,1157,52,0,10,685,913,244,542,615,989,60,108,0,21,16,5,2,2,0,0,52,462,27882,329,356,617,32,36,0,1,9,0.9,564,89
92,92,Costa Rica,2020-06-04 19:00:00,19376,1194,37,0,10,687,940,254,561,633,1017,60,117,0,24,19,5,3,3,0,0,37,497,28296,330,357,619,32,36,0,1,9,0.8,414,90
93,93,Costa Rica,2020-06-05 19:00:00,19785,1228,34,0,10,695,968,260,576,652,1039,62,127,0,22,18,4,-2,-1,-1,0,34,523,28753,333,362,626,32,37,0,1,9,0.8,457,91
94,94,Costa Rica,2020-06-06 19:00:00,20084,1263,35,0,10,701,991,272,592,671,1072,62,129,0,19,16,3,-3,-2,-1,0,35,552,29140,337,364,632,32,37,0,1,9,0.8,387,92
95,95,Costa Rica,2020-06-07 19:00:00,20297,1318,55,0,10,704,1021,297,613,705,1120,64,134,0,20,16,4,1,0,1,0,55,604,29449,340,364,635,32,37,0,1,9,0.8,309,93
96,96,Costa Rica,2020-06-08 19:00:00,20434,1342,24,0,10,712,1041,301,628,714,1137,66,139,0,19,14,5,-1,-2,1,0,24,620,29622,343,369,641,33,38,0,1,9,0.8,173,94
97,97,Costa Rica,2020-06-09 19:00:00,20630,1375,33,0,11,717,1066,309,643,732,1159,67,149,0,21,17,4,2,3,-1,0,33,647,29877,344,373,644,34,39,0,2,9,0.8,255,95
98,98,Costa Rica,2020-06-10 19:00:00,20971,1461,86,0,12,722,1112,349,678,783,1228,69,164,0,20,17,3,-1,0,-1,0,86,727,30372,345,377,648,35,39,0,3,9,0.8,495,96
99,99,Costa Rica,2020-06-11 19:00:00,21275,1538,77,0,12,722,1150,388,710,828,1287,72,179,0,20,17,3,0,0,0,0,77,804,30779,345,377,648,35,39,0,3,9,0.8,407,97
100,100,Costa Rica,2020-06-12 19:00:00,21684,1612,74,0,12,731,1202,410,744,868,1340,89,183,0,20,17,3,0,0,0,0,74,869,31308,350,381,657,35,39,0,3,9,0.7,529,98
101,101,Costa Rica,2020-06-13 19:00:00,22144,1662,50,0,12,743,1247,415,762,900,1374,90,198,0,19,16,3,-1,-1,0,0,50,907,31838,356,387,667,36,40,0,3,9,0.7,530,99
102,102,Costa Rica,2020-06-14 19:00:00,22399,1715,53,0,12,752,1278,437,787,928,1407,90,218,0,17,14,3,-2,-2,0,0,53,951,32262,361,391,675,36,41,0,3,9,0.7,424,100
103,103,Costa Rica,2020-06-15 19:00:00,22607,1744,29,0,12,771,1297,447,800,944,1428,91,225,0,19,15,4,2,1,1,0,29,961,32510,367,404,687,36,48,0,3,9,0.7,248,101
104,104,Costa Rica,2020-06-16 19:00:00,22833,1796,52,0,12,794,1337,459,818,978,1460,91,245,0,20,18,2,1,3,-2,0,52,990,32801,387,407,698,40,56,0,3,9,0.7,291,102
105,105,Costa Rica,2020-06-17 19:00:00,23209,1871,75,0,12,899,1385,486,838,1033,1523,93,255,0,22,19,2,2,1,1,0,75,960,33282,432,467,788,43,68,0,3,9,0.6,481,103
106,106,Costa Rica,2020-06-18 19:00:00,23588,1939,68,0,12,937,1435,504,864,1075,1578,97,264,0,25,22,3,3,2,1,0,68,990,33780,457,480,814,45,78,0,3,9,0.6,498,104
107,107,Costa Rica,2020-06-19 19:00:00,24098,2058,119,0,12,982,1489,521,915,1143,1678,97,283,0,29,24,5,4,2,2,48,119,1064,34477,471,511,847,47,88,0,3,9,0.6,697,105
108,108,Costa Rica,2020-06-20 19:00:00,24486,2127,69,0,12,1014,1553,574,944,1183,1734,100,293,0,27,22,5,1,1,0,0,69,1101,34931,483,531,876,48,90,0,3,9,0.6,456,106
109,109,Costa Rica,2020-06-21 19:00:00,24791,2213,86,0,12,1032,1614,599,979,1234,1792,103,318,0,26,22,4,1,1,-1,0,86,1169,35369,492,540,891,49,92,0,3,9,0.5,438,107
110,110,Costa Rica,2020-06-22 19:00:00,24971,2277,64,0,12,1043,1660,617,1006,1271,1839,108,330,0,28,24,4,2,2,0,0,64,1222,35225,500,543,898,49,96,0,3,9,0.5,180,108
111,111,Costa Rica,2020-06-23 19:00:00,25323,2368,91,0,12,1129,1716,652,1049,1319,1911,110,347,0,30,27,3,2,3,-1,2,91,1227,36135,540,589,962,52,115,0,3,9,0.5,510,109
112,112,Costa Rica,2020-06-24 19:00:00,25797,2515,147,0,12,1210,1822,693,1123,1392,1959,114,371,71,30,25,5,3,1,2,0,147,1293,36765,575,635,1008,54,137,11,3,9,0.5,630,110
113,113,Costa Rica,2020-06-25 19:00:00,26331,2684,169,0,12,1227,1968,716,1201,1483,2077,122,414,71,29,23,6,2,1,1,0,169,1445,37645,583,644,1021,56,139,11,3,9,0.5,880,111
